,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,vlf,lf,hf,lf/hf,p_total,vlf_perc,lf_perc,hf_perc,lf_nu,hf_nu,min_lf,min_hf,lf_diff,hf_diff,lfhf_diff
rest,83.42117345783998,719.2418604651162,39.071456497265864,16.975765456083842,27.482734567373374,0.43356643356643354,0.06293706293706294,24.0,19.432941663452958,51.63149199892196,3152.1225559194786,0.37637768948956013,0.12933682542761987,163.54611530411754,555.8488901919446,216.75550112804052,2.56440499687063,936.1505066241027,17.470066420611044,59.37601766583645,23.153915913552506,71.94482667154966,28.055173328450334,338.42292412120975,185.61718996627906,0,0,0
boredom,88.81795136606891,675.53911205074,40.04055888823959,18.638951050567222,30.13064772293138,0.4745762711864407,0.1016949152542373,30.0,21.30503734168101,52.3332791931017,3502.757896680204,0.4071030455223094,0.1251838637999562,230.9188045647671,688.7670332738353,224.99060717802706,3.061314611808832,1144.6764450166295,20.173281766221056,60.1713293107756,19.655388923003343,75.37743081778589,24.622569182214107,478.8931118281806,193.05812027088245,-132.91814308189066,-8.235106049986541,-0.49690961493820174
flow,87.33811066566598,686.9853211009174,46.617492534648356,18.416054861824815,30.609660754356394,0.48760330578512395,0.09274563820018365,32.0,21.64413408950722,62.216532622632805,4230.540844373682,0.34788396551744877,0.12019070258142919,617.4022310906298,429.1013343611707,115.14703814567814,3.7265512102733696,1161.6506035974787,53.14870316243253,36.93893267324103,9.912364164326428,78.8429246714506,21.1570753285494,180.67190035708484,78.1417044746351,126.74755583077393,101.60846298236238,-1.1621462134027394
ultra,91.92838628006511,652.6819672131147,54.85462608283325,16.827119926704654,27.58789780434816,0.4309210526315789,0.06578947368421052,48.0,19.50758906144746,75.10666684756768,4602.904453276764,0.25973179053517287,0.13333333333333333,1370.3343059339334,309.9845113223554,106.91951624548804,2.8992322656102236,1787.2383335017767,76.6732830337746,17.344329825054487,5.982387141170937,74.3539258017629,25.646074198237116,225.37146461964036,62.81053214289164,245.86437886958925,109.83598488255248,-0.33482726873959345
overload,86.59607906979656,692.8720173535792,40.74271021987168,17.92005139406619,28.760782477110254,0.44782608695652176,0.08043478260869565,26.0,20.33631595672804,53.74650505189156,3433.7793318616873,0.3783746670986995,0.1252308944616637,194.7672240121911,452.2592397000226,154.43394156048305,2.9284963857695634,801.4604052726967,24.30154037939299,56.4293927341478,19.269066886459218,74.54496830842554,25.455031691574472,239.01372968490864,116.95988542003408,103.58965049192204,62.32155956755747,-0.3640913888989332
