,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,vlf,lf,hf,lf/hf,p_total,vlf_perc,lf_perc,hf_perc,lf_nu,hf_nu,min_lf,min_hf,lf_diff,hf_diff,lfhf_diff
rest,66.22301574419737,906.0294117647059,70.71308444282914,22.42613296711418,44.24095994520413,0.7492625368731564,0.2890855457227139,43.0,31.283072769778087,95.10262430534581,9346.559581951498,0.32894016330545817,0.19477357571822757,2733.986776128663,412.94574017549814,1353.3685603323775,0.305124377999502,4500.301076636539,60.75119707706325,9.175958077989927,30.072844844946818,23.378950170802682,76.62104982919733,343.2552934364147,1351.4861312240223,0,0,0
boredom,63.41301252579486,946.1780415430267,53.64498415460507,24.60722060945626,47.267475982056474,0.7470238095238095,0.34226190476190477,34.0,33.42232169227008,68.05596967572647,7145.830557924207,0.49110051405513694,0.2508938091952581,985.2087609302116,717.3603038128846,1168.2441252703943,0.6140499988791718,2870.8131900134904,34.318107648292575,24.988052385586037,40.693839966121395,38.04405063694311,61.955949363056895,374.5218745641849,1040.8189124821356,-304.41456363738644,185.12443506198315,-0.3089256208796698
flow,67.17632864240592,893.1717647058823,55.60508781580567,20.524331772720668,38.82891106522548,0.673733804475854,0.19434628975265017,32.0,27.455924374491424,73.6479729000498,6352.530229333892,0.37279945792605595,0.3161263978714156,1684.5274792604423,479.94111957362594,548.9327344318651,0.8743168141910062,2713.4013332659333,62.081766475469855,17.68780436898931,20.230429155540836,46.64722674263473,53.352773257365286,463.4577935993521,477.9892724737102,-66.9953793981278,804.4358259005123,-0.5691924361915042
ultra,68.4222688864552,876.9074889867842,49.39604655517196,24.151279101655565,41.40945982299043,0.6504424778761062,0.2079646017699115,36.0,29.27790812443481,63.25807235745057,5818.43075254318,0.4628327584659073,0.3333333333333333,206.05604710312872,359.95576889839043,542.6505405274756,0.6633288682408768,1108.6623565289947,18.5860055489076,32.46757380897658,48.94642064211583,39.87959813036901,60.12040186963099,251.26273331956156,511.2632108531054,52.98997127710771,810.7180198049018,-0.3582044902413748
overload,70.59839651514298,849.8776595744681,47.518819685569234,19.291556518044075,34.43409163411555,0.5866666666666667,0.128,31.0,24.34796170341803,62.59267756961139,4787.800136057784,0.38899057603566894,0.12517602879048662,305.7793789349144,557.7488991618181,352.0977367115548,1.5840740823015762,1215.6260148082872,25.15406672858494,45.8816192124499,28.964314058965172,61.30141907118535,38.69858092881465,372.44132098217165,346.11006754846426,-144.80315898632,1001.2708236208227,-1.2789497043020743
